BuildingGuid,BuildingName,Street,HouseNumber,City,PostalCode,Region,Country,Continent
97200730-0205-4f75-8f6a-c8c2dbdd8986,Office- - -958 0960,Aéroport Charles de Gaulle,-,Le Mesnil Amelot,77990,France,France,Europe
fb5ff5d5-73f2-4685-9bc2-52e81a56b3ea,Office- - -638 0640,avenue de la 2ème DB,980,Les Angles,30133,France,France,Europe
d1c93624-341f-43a9-a1ff-fb9dccd13231,Office- - -962 0964,rue de la Croix Blanche,-,Les Loges en Josas,78350,France,France,Europe
4478b727-5ab6-4059-8b9d-2456b32c8de0,Office- - -1175 1177,rue Fernand Malinvaud,13,Limoges,87000,France,France,Europe
37e7fb02-b15d-482d-8bdc-1c6dd1471717,Office- - -860 0862,rue Lépine,-,Lons,64140,France,France,Europe
e39e915f-704d-4af7-95c9-9e5deda7aa24,Storage Unit- - -676 0678,rue des Ecoles,70,Lons Le Saunier,39000,France,France,Europe
9c28c469-3653-4db4-868a-407214696673,Office- - -788 0790,rue de Guéméné,1,Lorient,56100,France,France,Europe
d1783c13-ca7e-438a-aa61-bcdef64f7461,Office- - -863 0865,rue Jean Bourdette,16,Lourdes,65100,France,France,Europe
e75a4558-c844-4a2f-adf3-39cc0f88fc0d,Office- - -910 0912,rue Albert Perrière,211,Macot La Plagne,73210,France,France,Europe
6f42e4ca-7bbc-4597-9103-594c9a2c15e0,Office- - -51 0053,Boulevard de la Comtesse,175,Marseille,13012,France,France,Europe
bc8cb540-89fc-4b3b-b73f-03d44196c998,Office- - -787 0789,rue Paul Langevin,8,Maxeville,54320,France,France,Europe
8e9692c3-8210-400e-b078-a37da05181db,Office- - -789 0791,rue Georges Aimé,14,Metz,57000,France,France,Europe
1d5ae630-f185-412a-86cb-f7e636f2688d,Office- - -56 0058,rue Charles de Coulomb,59,Mondeville,14120,France,France,Europe
625f8c91-6af1-46b9-819e-0a94dea0b646,Parking- - -711 0713,rue des Déportés,49,Montargis,45200,France,France,Europe
ec2fd6a5-a8c8-4fc4-a6eb-fea7fd25142a,Office- - -1125 1127,place du 22 septembre,1 bis,Montauban,82000,France,France,Europe
ad8400fb-a6e9-4078-98ab-a0d09f97201c,Office- - -1187 1189,rue des Hautes Patures,47,Nanterre,92000,France,France,Europe
0d5a080e-3e4e-428e-a9d3-536f2be8fed0,Office- - -1189 1191,Avenue des Champs Pierreux,55,Nanterre,92000,France,France,Europe
fa9347d3-0858-42a9-b7bf-b6a34ed09159,Office- - -1188 1190,rue des Hautes Patures,56,Nanterre Naxos,92000,France,France,Europe
b8fcbc4e-08bd-48b8-8755-73a926c170a0,Office- - -710 0712,rue de la Bergeresse,689,Olivet,45160,France,France,Europe
e473954a-13aa-464c-801d-f082e8a6b47d,Office- - -671 0673,rue Jean Marie David,-,Pace,35740,France,France,Europe
1b364758-b74a-41d8-b96a-d131d026a3fd,Office- - -1192 1194,rue Delizy,32,Pantin,93500,France,France,Europe
26426829-c47f-44db-a001-926ffb68898d,Office- - -1193 1195,rue Delizy,32,Pantin,93500,France,France,Europe
9f823c39-0c25-464f-a735-f130458e46f1,Parking- - -549 0551,rue Jean Pagès,14,Perigueux,24000,France,France,Europe
88241ed9-1ec4-400d-ac33-c0c36e4fccd6,Office- - -866 0868,rue Charles Fabry,4,Perpignan,66000,France,France,Europe
507b65b5-7091-4189-9e89-99828a027837,Office- - -635 0637,rue Blaise Pascal,145,Plabennec,29860,France,France,Europe
c4a6663d-cf6f-443d-aac0-7f616c21f846,Office- - -547 0549,rue Léquier,18,Plerin,22190,France,France,Europe
ca61464d-5926-40b2-aa79-ab95cbc3b9a5,Office- - -634 0636,rue de la Boissière,3,Pluguffan,29700,France,France,Europe
84190c9e-24e4-4303-b0f7-7b9dc9583305,Office Reims- - -727 0729,rue Fulton,7,Reims,51100,France,France,Europe
26eb2321-c637-42f4-9a2b-1e42bed8e314,Office- - -689 0691,rue de Charlieu,178,Roanne,42300,France,France,Europe
4ac0c81f-e1c5-4251-a5aa-dcc25a7bc490,Office- - -45 0047,rue des Artisans,-,Rodez,12000,France,France,Europe
cf48d6fa-be00-41d8-a3df-3609e94d1188,Office- - -1154 1156,avenue des Hauts de la Chaume,111,Saint Benoit,86280,France,France,Europe
510f797e-bc94-499d-b4dd-230754dc6495,Storage Unit- - -709 0711,Boulevard Marcel Paul,70,Saint Herblain,44800,France,France,Europe
0dfe8a99-1c0c-4d02-bcc9-588e3708ec90,Office- - -708 0710,boulevard Marcel Paul,70,Saint Herblain,44800,France,France,Europe
5bba5648-bdce-496d-9c29-5d5b2e95d637,Office- - -944 0946,ZA La Briqueterie,-,Saint Jacques sur Darnetal,76160,France,France,Europe
37098630-728d-4362-afa3-7f90b3800bba,Office- - -943 0945,ZA La Briqueterie,-,Saint Jacques sur Darnetal,76160,France,France,Europe
d5b3dd59-7c0f-4b81-bf56-86ff1d830874,Office- - -668 0670,rue Antoine Saint Exupéry,18,Saint Jean de Vedas,34430,France,France,Europe
84ca451b-ab04-41d6-88a9-ce4cf7238243,Parking- - -725 0727,Square Victor Hugo,3,Saint Lo,50000,France,France,Europe
866bffa4-2fd9-4052-9a1e-f6d109eb79a3,Office- - -870 0872,rue des Bains,106,Sausheim,68390,France,France,Europe
d660411c-151b-4f29-b1c7-5df7b7db9a21,Office- - -869 0871,Rue des Bains,104A,Sausheim,68390,France,France,Europe
a66b3a10-bdea-498f-9757-dd7af1a161a0,Stockage Unit- - -913 0915,avenue du Général Leclerc,39,Thonon Les Bains,74200,France,France,Europe
f1c0b95c-bbf4-4107-960d-426d2fc70235,Office- - -1126 1128,avenue des Siblas,197,Toulon,83000,France,France,Europe
8d03c6c2-4284-436c-8749-1a953a70680c,Office- - -648 0650,rue Paul Rocaché,5,Toulouse,31100,France,France,Europe
f0d690e4-e16a-4a31-9c5f-5692fca17b20,Storage Unit- - -548 0550,ZA Le Pont Rouge,-,Tremuson,22440,France,France,Europe
ebdb2b72-d63c-4bc4-bb8e-9fa130801153,Office- - -552 0554,rue Joseph Marie Jacquard,14,Valence,26000,France,France,Europe
a244f04e-3d6b-4285-8016-76ed218b4bd7,Office- - -1190 1192,rue Aristide Briand,21 bis,Vanves,92170,France,France,Europe
84485136-53e7-4760-b793-ff9c76829f63,Storage Unit- - -1129 1131,rue Antoine Lavoisier,6,Venansault,85190,France,France,Europe
275f486c-1d6f-49b5-89e0-01a5cc13f9fb,Office- - -692 0694,avenue de l'Industrie,27,Villars,42390,France,France,Europe
bf2f44d7-bcb1-43d8-bf4e-b2094a786c48,Office- - -675 0677,route des Bois,11,Voiron,38500,France,France,Europe
f8c8427b-c3cc-4a0e-8f06-d4fa7c7be8b8,Office- - -801 0803,rue Marie Curie,332,Wambrechies,59118,France,France,Europe
c21133aa-8130-4123-ba23-e6b97b433cba,Office- - -1337 1339,Chemin Gibelin,-,Matoury,97351,French Guiana,French Guiana,South America
e34f4da1-4414-461b-a2d4-eb635681fee4,蔡南路386号,NULL,NULL,NULL,NULL,China,Fujian,Asia
87f140ff-bada-4a5d-b96e-bd2cb69622fd,新苍山洋楼12号,NULL,NULL,NULL,NULL,China,Fujian,Asia
22bbba7d-1fb9-40da-9a12-bc8c7b6c0281,枫林嘉园24栋,NULL,NULL,NULL,NULL,China,Fujian,Asia
d6e020a8-6ad5-4f44-bf83-721bd7d6ff67,湖湾世景2栋,NULL,NULL,NULL,NULL,China,Fujian,Asia
8936e077-12f9-4bd0-9732-68f5b322b2ce,古田县614中路3支路23号,NULL,NULL,NULL,NULL,China,Fujian,Asia
6a50f25e-a484-4ac7-a8fc-5c563ac1b2c6,群星广场4幢,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
b090e766-ba6b-4424-80d1-8ab1eec398e9,厦门市,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
48bc6a2b-5b09-4bd4-9606-0f42b1c83ea7,海西金融大厦,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
e4040302-aec7-42ac-9067-1989fd07d9e6,闽光北路112号3幢,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
6b17aa8b-6165-4537-b514-1e002355fe81,SCF-3959-002,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
9ba19fc4-91e2-4667-a410-18bc03fb2207,吉祥酒店式公寓,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
91dadfd5-1e16-4dfd-a713-314e7825c5a3,SCF-3958-004,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
aec1da38-ec54-4280-94fc-bcca13fc5101,福州市,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
390f4fe2-ecb7-46e4-9f20-be80e926693d,融信第一城,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
41e58712-ff59-4f3a-ac77-db2ada11085f,SCF-3958-001,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
49dfb9d5-3537-4df0-a335-b531ac8f1dfd,淮安新村,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
93839471-4516-4c1e-b98d-a25f8b932d08,鑫荣嘉园14幢,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
d4cc140c-7df0-4ca7-96a2-9836690957fb,厦门市湖里区,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
5c3d32f2-0988-4ce6-a463-97d81b1b207a,SCF-3910-085,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
a66e28b7-b4fa-4ab5-b703-e7d1a7bb33d4,洋坑村,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
d242c8ff-79a5-4b76-b175-ddf01623c4bf,板应一路8号,NULL,NULL,NULL,NULL,China,Fujian Sheng,Asia
8e0e807e-8e7f-4673-9f40-bbb22523e62a,南关十字亚欧国际,NULL,NULL,NULL,NULL,China,Gansu Sheng,Asia
b4c013d2-88c9-4a0a-b2cd-7b3782e37dbd,西津西路668号2号楼,NULL,NULL,NULL,NULL,China,Gansu Sheng,Asia
73b9eb4d-1ba7-4e49-b34e-3dd1824c1fa1,Service Center Aachen- - -92 0094,Promenade,9,Aachen,52076,Germany,Germany,Europe
e452cc9d-69e2-4f0c-8fec-e16f7efb875c,Service Center Bremen- - -128 0130,David-Ricardo-Straße,14,Achim,28832,Germany,Germany,Europe
ab56ce5f-d690-49ef-8eac-8320b4eba70d,Büro Albstadt-Ebingen 2316,Friedrich-Maagstr.,61,Albstadt,72458,Germany,Germany,Europe
be5e1bbf-18a9-4dd7-9a20-dcdaf765f9ca,FB-Aufzüge GmbH & Co. KG,Am Gewerbegebiet,11,Arnsdorf,01477,Germany,Germany,Europe
69a81d45-f7d9-4aaa-8cc7-fe93d4531373,Büro Augsburg- - -189 0191,Affinger Straße,3. 3 1/2,Augsburg,86167,Germany,Germany,Europe
e28f7424-7e77-4d89-bb15-33c9855ecea7,Lager Augsburg- - -188 0190,Affinger Straße,3 1/2,Augsburg,86167,Germany,Germany,Europe
b2171222-7776-4b75-81ff-053063cd29ad,Lager Backnang- - -223 0225,Stiftsgrundhof,62a,Backnang,71522,Germany,Germany,Europe
0507ca3d-2bfe-4a90-95f1-04d9fbacabca,SELFSTORAGE,Elle-Epstein-Str.,2,Berlin,10559,Germany,Germany,Europe
fed073c9-443b-4942-b406-1a0f478be952,Halle 1,Ringstrasse,66,Berlin,12105,Germany,Germany,Europe
d85579bf-4d06-439d-9813-2632dac43833,Sirius Gebäude- - -250 0252,Großbeerenstrasse,02,Berlin,12107,Germany,Germany,Europe
c31b2849-e320-4fe3-8187-2f1316d0d2f5,Sirius Gebäude Berlin 2295,Großbeerenstrasse,02,Berlin,12107,Germany,Germany,Europe
524a387f-11ca-4c87-b80d-28b0f5ab5946,Halle 5,Ringstraße,66,Berlin,12105,Germany,Germany,Europe
794a05e4-9484-4906-ae68-3d95905eea6d,Büro FBA Berlin- - -1353 1355,Am Borsigturm,1,Berlin,13507,Germany,Germany,Europe
b5951a0e-d3c0-4f5d-abee-41483d941d6b,Halle 3,Ringstrasse,66,Berlin,12105,Germany,Germany,Europe
ff2647fd-b120-499b-933d-4733e25bd39b,Storebox Lager,Drontheimer Straße,21,Berlin,13359,Germany,Germany,Europe
57af477a-6ad9-426d-9c58-4c7dc8e6d44c,Gebäude 16,Ringstraße,44,Berlin,12105,Germany,Germany,Europe
0230a84f-2aae-4c6d-ac00-4a80ad7311b5,Gebäude 8 (Pförtner),Ringstraße,-,Berlin,12105,Germany,Germany,Europe
1f9e088c-d180-44cd-a8dd-80375324c907,Gebäude 9,Ringstrasse,44,Berlin,12105,Germany,Germany,Europe
f9c54ec7-7aac-4539-b711-8a0801e0d298,Halle 14,Ringstrasse,66,Berlin,12105,Germany,Germany,Europe
2b2c066d-04df-42ab-b268-913a87465f15,Lager,Forckenbeckstr.,9,Berlin,14199,Germany,Germany,Europe
7c49b66d-4592-4d34-9452-57750485255e,Gebäude 20,Schindler Platz,NULL,Berlin,12105,Germany,Germany,Europe
3e69b37b-7a75-447d-8f84-6983dd518915,Storebox Lager,Lehderstraße,66,Berlin,13086,Germany,Germany,Europe
eb9d132e-5710-4191-a29e-6596e1bd2496,Halle 4,Ringstraße,66,Berlin,12105,Germany,Germany,Europe
6fe7f4d7-176e-421d-94b5-fc54159ecf85,Lager RIWA Berlin- - -1362 1364,Thrasoltstraße,18,Berlin,10585,Germany,Germany,Europe
8f1ac19f-d2d2-4209-9c09-f9c446c094b8,Halle 2,Ringstraße,-,Berlin,12105,Germany,Germany,Europe
1000b3a5-f9c3-40ca-bd49-ee506122ee37,Gebäude 10 (Heizhaus),Ringstraße,-,Berlin,12105,Germany,Germany,Europe
f3aaa3df-4fcb-4cad-aee7-daefcaefa7b0,Parkhaus Südkreuz- - -252 0254,General-Pape-Str.,1,Berlin,12101,Germany,Germany,Europe
305df6c0-afd7-4809-8414-c4e952038fd4,Gebäude 11,Schindler Platz,NULL,Berlin,12105,Germany,Germany,Europe
61fd46d1-59af-401c-a6b8-9aac665364ea,Storebox Lager,Teichstraße,29,Berlin,13407,Germany,Germany,Europe
81e9634b-1db7-4335-a1c0-b44e909ac16d,Halle 6,Ringstrasse,66,Berlin,12105,Germany,Germany,Europe
651a511a-b414-4d7c-8e1f-b579819e353f,Büro Merkur Schoppe- - -184 0186,Holzhauser Straße,139,Berlin,13509,Germany,Germany,Europe
d411195b-a9df-46bc-9ab4-b21fd8fd9502,Lager Berlin- - -153 0155,Wilhelmsruher Damm,187,Berlin,13435,Germany,Germany,Europe
bd0f098e-92fa-4b63-91a4-acbd13b377cc,Büro RIWA Berlin- - -1363 1365,Thrasoltstraße,18,Berlin,10585,Germany,Germany,Europe
4f79a2a1-6179-4e45-96a7-f92e59e37aed,Lager Bernau- - -152 0154,An der Tränke,33-39,Bernau,16321,Germany,Germany,Europe
6edc7f95-97ee-45e5-af3b-54eca189520d,Servicecenter Bernau- - -155 0157,Breitscheidstr.,47,Bernau,16321,Germany,Germany,Europe
7a925d1d-7392-4e4d-bb97-8be0982e799a,Büro Dralle Bielefeld- - -1349 1351,Heidsieker Heide,55,Bielefeld,33739,Germany,Germany,Europe
5bedb17d-8f18-4f9c-91a0-bf24298c459b,Service Center Bielefeld- - -129 0131,Walter-Werning-Str.,13,Bielefeld,33699,Germany,Germany,Europe
cf593bd2-900e-400d-aacc-c5a7c62a25be,Lager Bietigheim-Bissingen- - -123 0125,Stuttgarter Str.,59/1,Bietigheim-Bissingen,74321,Germany,Germany,Europe
256bee60-2059-4634-b2e0-321d8dc762dd,Lager Bietigheim-Bissingen CHA 2388,Stuttgarter Str.,69,Bietigheim-Bissingen,74321,Germany,Germany,Europe
22f86be5-a181-46ee-8cd4-320de5050831,Büro Greppin- - -171 0173,Zementstr.,7,Bitterfeld-Wolfen-Greppin,6803,Germany,Germany,Europe
ccbf265d-1fda-477e-9c87-41e902350f75,Parkplatz Deutsche Post DHL- - -93 0095,Charles-de-Gaulle-Str.,20,Bonn,53113,Germany,Germany,Europe
67c6cba5-e435-47ea-b328-00487b1e3b34,Köln Container- - -96 0098,In den Wiesen,0,Bonn,53227,Germany,Germany,Europe
a06d61a5-fa73-400d-afec-beae21929d94,Büro  Bremen- - -197 0199,Johann-von-Bodeck-Straße,7,Bremen,28309,Germany,Germany,Europe
e0332e80-3c0a-4a20-8341-a93250e4e14f,Garage Bremen- - -134 0136,August-Bebel-Allee,G400 BX 56,Bremen,28329,Germany,Germany,Europe
a8a31a44-30b9-4946-aeb3-4c7b36a528cf,Garage Bremerhaven- - -133 0135,Boschstraße,6,Bremerhaven,27574,Germany,Germany,Europe
b0fd8325-8dab-439b-a782-359ddc54ab04,Lagerhalle,Gewerbering Süd,8,Bretnig-Hauswalde,01900,Germany,Germany,Europe
54d39977-c775-45cd-8e97-8ff8cbb965a8,F&E Zentrum,Gewerbering Süd,8,Bretnig-Hauswalde,1900,Germany,Germany,Europe
77c6c2e0-57dc-483a-8e62-577945c69fbd,KUBB GmbH,Gewerbering Nord,16,Bretnig-Hauswalde,01900,Germany,Germany,Europe
05315830-00e9-45eb-a6c1-a70307152613,Verwaltung und Produktion,Gewerbering Nord,16,Bretnig-Hauswalde,1900,Germany,Germany,Europe
d4ed00b1-de97-40be-9aba-fe037a39176c,Lagerhalle Produktionshalle,Gewerbering Nord,9 9a,Bretnig-Hauswalde,1900,Germany,Germany,Europe
587ad0bc-bb2c-40d3-92dd-ef5974dd6bde,Lagerhalle LFT Bretnig-Hauswalde- - -1359 1361,Gewerbering Nord,28,Bretnig-Hauswalde,1900,Germany,Germany,Europe
e03a3193-7534-4136-8663-ef902f669ab9,Solaris Turm- - -173 0175,Neefestraße,88,Chemnitz,9116,Germany,Germany,Europe
42fb8e83-fe8c-464f-9501-7dd1c2a38af8,Service Center Chemnitz- - -160 0162,Neefestraße,88,Chemnitz,9116,Germany,Germany,Europe
fee2ebe2-138a-426d-aa84-75eef5a786f9,Büro Cottbus- - -248 0250,Johann-Mantel-Straße,6,Cottbus,3050,Germany,Germany,Europe
465975c0-fc47-4baf-974e-a3330b1ff704,Lager Cottbus- - -185 0187,Ringstraße,23,Cottbus,3050,Germany,Germany,Europe
f3512b91-e40c-4653-be06-a2ab43c3391d,Region Ost_5,Sachsendorfer Str.,2b,Cottbus,03051,Germany,Germany,Europe
7760e0a8-9874-4428-b163-f0b9e905489f,Montagestützpunkt DND- - -168 0170,Talstraße,28,Deutschneudorf,9548,Germany,Germany,Europe
04bf4f20-3538-4969-931a-70b9dfd9a3e6,Montagestützpunkt DND,Salzweg,8,Deutschneudorf,9548,Germany,Germany,Europe
52e10dfd-3a64-43b2-83be-36d04337369f,Lager Döbern- - -174 0176,Muskauer Straße,14,Döbern,3159,Germany,Germany,Europe
f5f1252a-d3c1-4065-ae41-7907de3c922b,Service Center Dortmund- - -91 0093,Castroper Str.,124,Dortmund,44357,Germany,Germany,Europe
07efa430-5555-4f4b-b0d8-681fc2c08505,Lager Dossenheim 2320,Dossenwald,2,Dossenheim,69221,Germany,Germany,Europe
54c3d990-baa6-4b91-90ee-5c07fe9d4a4c,Parkplatz 7672 UK Dresden- - -176 0178,Fetscherstraße,74,Dresden,1307,Germany,Germany,Europe
d1f8fceb-59d9-4807-b97f-801ff9f11f0e,Parkplatz 7109 UK Dresden- - -181 0183,Fetscherstraße,74,Dresden,1307,Germany,Germany,Europe
12afb0df-ccd2-4ef6-b9d2-48561a7d277e,Lager Uniklinikum Dresden- - -175 0177,Fetscherstraße,74,Dresden,1307,Germany,Germany,Europe
75dd3734-8197-44e3-a9b2-ef20ddc92ce2,Service Center Dresden- - -159 0161,Rankestraße,35,Dresden,1139,Germany,Germany,Europe
02a8391a-63e2-41dc-bc5a-fb58e60be26f,Business Support Center Aufzugsverbund,Bayrische Straße,8,Dresden,1069,Germany,Germany,Europe
7240ed53-0274-454a-a6b5-fb65602f2721,UAB Schindler-Liftas GmbH,Hofmühlenstraße,41,Dresden,01187,Germany,Germany,Europe
7daaf10c-4722-4a66-b5d6-ecefa36a1431,Lager FBA Dresden- - -1354 1356,Laubestraße,16,Dresden,1309,Germany,Germany,Europe
d357b7f9-4001-4645-88ea-c3cd0af0688c,Parkplätze FBA Dresden- - -1358 1360,Fetscherstraße,74,Dresden,1307,Germany,Germany,Europe
fae3f17d-4304-44f6-9ac5-d91fe6c8ce86,Montagestützpunkt Dresden- - -166 0168,Jakob-Winter-Platz,1,Dresden,1239,Germany,Germany,Europe
7a2e2778-e373-488d-b92f-d7f968ac3ade,Montagestützpunkt FBA Dresden- - -1351 1353,Straße des 17. Juni,25,Dresden,1257,Germany,Germany,Europe
9a05b325-8152-47fc-9e68-54a1827a2009,Service Center Düren- - -97 0099,Im Großen Tal,5,Düren,52353,Germany,Germany,Europe
40f7e4c5-aee3-4d12-bd46-4a5bff5437b4,Büro Ebersbach- - -247 0249,Röntgenstraße,10,Ebersbach,2730,Germany,Germany,Europe
e971a685-b900-45cd-bd32-6d1993a8e7ba,Alko Fördertechnik. Büro 2510,Eberswalderstrasse,28 b,Eberswalde,16227,Germany,Germany,Europe
2d4b1943-b0e4-462a-ab7c-e3bf8012df00,Service Center Erfurt- - -158 0160,Eugen-Richter-Str.,26,Erfurt,99085,Germany,Germany,Europe
213b0b9d-e4cf-4082-8a9b-e0e7ce413927,Büro Kaninenberghöhe Essen- - -191 0193,Kaninenberghöhe,50,Essen,45136,Germany,Germany,Europe
783fb9f9-8946-44a8-a16a-6d54487b7089,Parkplätze Kaninenberghöhe- - -192 0194,Kaninenberghöhe,50,Essen,45136,Germany,Germany,Europe
59b86011-7f2a-48b6-8765-7c15d7381917,Lager Alexanderpark Essen- - -193 0195,Max-Keith-Str,66,Essen,45136,Germany,Germany,Europe
455a72d5-5364-427e-97b1-2b5d8fb30e7b,Service Center Essen- - -90 0092,Gießereiweg,5,Essen,45141,Germany,Germany,Europe
cbfc8781-f26b-43d3-90d5-1041c13571c6,Parkplatz Alexanderpark- - -194 0196,Max-Keith-Str.,66,Essen,45136,Germany,Germany,Europe
d72b752e-c786-40eb-8081-26b57e17c96e,Service Center Karlsruhe- - -111 0113,Nobelstraße,18,Ettlingen,76275,Germany,Germany,Europe
957a53ff-6285-427d-8367-2a82d46fff92,Homeoffice Torsten Barczynski- - -206 0208,Sternfeldstr.,15,Farschweiler,54317,Germany,Germany,Europe
2450153e-81c4-4505-a4e4-053c9dbe5eed,Homeoffice Sven Hornig- - -207 0209,Allensteinerstr.,2,Forst,76694,Germany,Germany,Europe
38b26414-64b4-4fba-922d-1270b8aeaaca,Homeoffice Harry Schönke- - -211 0213,Kreuzstr.,3,Frankenthal,67227,Germany,Germany,Europe
707e1c4a-1838-44ea-8d74-12173e4d7fd1,Parkplatz Messeturm Frankfurt- - -108 0110,Friedrich-Ebert-Anlage,49,Frankfurt,60308,Germany,Germany,Europe
e4d221a3-a317-420c-8f94-2063ee3063f7,Lager Hauptsitz Frankfurt,Carl-Benz- Straße,11,Frankfurt,60388,Germany,Germany,Europe
657ba443-302c-4ee7-a11c-7ae08f70d73f,Parkplatz Tiefgarage BBW 2335,Wildunger Strasse,0,Frankfurt,60487,Germany,Germany,Europe
b793033d-97c0-4b2e-b86e-61186fa63c3b,Lager Hauptsitz Frankfurt- - -107 0109,Sontraer Str.,18,Frankfurt,60386,Germany,Germany,Europe
192dca54-96d8-4624-bdd2-6336737fe501,Parkplatz Hauptsitz Frankfurt- - -105 0107,Platz der Einheit,1,Frankfurt,60327,Germany,Germany,Europe
437a0cba-f4e7-4a3b-a942-508e572814a6,Parkplätze Frankfurt Uniklinik- - -109 0111,Theodor-Stern-Kai,7,Frankfurt,60590,Germany,Germany,Europe
2d3fc468-df75-46f2-bed2-d56e81a800ed,Büro Hauptsitz Frankfurt- - -106 0108,Hanauer Landstr.,523,Frankfurt,60386,Germany,Germany,Europe
92bc3bfe-c93d-445d-95ce-7035195578d8,Servicebüro Frankfurt/Oder- - -151 0153,Sophienstraße,12,Frankfurt/Oder,15230,Germany,Germany,Europe
16828ff0-7c88-413c-8859-8b0b0d2c7093,Garage Freiburg 2296,Karlsruher Strasse,34,Freiburg,79108,Germany,Germany,Europe
0c39a39d-be0c-4354-ace3-617b107287c5,Service Center Kassel- - -103 0105,Werraweg,1,Fuldabrück,34277,Germany,Germany,Europe
2ed22350-b3c1-406c-b610-a65f49e90d9e,MET,Industriestr.,25,Fürth,90765,Germany,Germany,Europe
1a863422-a61d-4a3b-9384-1a66f15d6a57,Garching,Robert-Bosch-Straße,17 21 23,Garching,85748,Germany,Germany,Europe
a856fa97-63b9-4548-bb55-c4baa2f21539,Burger Orion,Robert-Bosch-Straße,17,Garching bei München,85748,Germany,Germany,Europe
6b80fbf3-9437-44f9-b328-438d7ba4f12b,Lagerhalle MAT Gelsenkirchen-Buer- - -1361 1363,Steinmetzstraße,8,Gelsenkirchen-Buer,45897,Germany,Germany,Europe
0eb9ef55-93d2-4de2-9c62-8c75cc37be4b,Büro MAT Gelsenkirchen-Buer- - -1360 1362,Albertstraße,67,Gelsenkirchen-Buer,45894,Germany,Germany,Europe
1b79a22d-1b4f-4805-81c0-aa9508b53866,Baustellenunterkunft Gera- - -172 0174,Richterstr.,25,Gera,7545,Germany,Germany,Europe
092ab0fb-f3ad-4f0d-8d99-8e9fd2c3aad4,Service Center Augsburg- - -125 0127,Senefelderstr.,23,Gersthofen,86368,Germany,Germany,Europe
333acbf5-9808-4d9d-9363-be90f8a99ffa,Büro Großröhrsdorf- - -251 0253,Pulsnitzer Str.,47,Großröhrsdorf,1900,Germany,Germany,Europe
6ccd66fd-e827-4b49-8096-c65a6f5c7e94,Lager Grünstadt- - -242 0244,Obersülzer Strasse,4,Grünstadt,67269,Germany,Germany,Europe
549d9576-2d65-45e2-b00f-b0e650767013,Büro Grünstadt- - -241 0243,Vorstadt,3,Grünstadt,67269,Germany,Germany,Europe
67f3e743-c527-4c1a-a2bf-28dc5d3b9888,Lager Grünzburg- - -117 0119,Ortsstraße,53,Grünzburg,89312,Germany,Germany,Europe
5a4c04af-aa92-45ef-b69a-eea130b873fd,Montagestützpunkt Halle- - -167 0169,Wolfgang-Borchert-Str.,29,Halle,6126,Germany,Germany,Europe
6e840595-b604-46c4-9f12-d4bfaad3c1e6,Lager Hamburg- - -139 0141,Sachsenfeld,02-Apr,Hamburg,20097,Germany,Germany,Europe
afd4b5f5-8855-4b39-87ec-08b51f653da2,Gebäude Hamburg- - -145 0147,Lademannbogen,131,Hamburg,22339,Germany,Germany,Europe
070f68b8-4052-45a3-8f17-9253cc9f74b5,Parkplätze Hamburg- - -149 0151,Lademannbogen,133,Hamburg,22339,Germany,Germany,Europe
218241b6-c2d0-4d48-991b-3d52310687a1,Regionsverwaltung & SC Hannover- - -131 0133,Boulevard der EU,23,Hannover,30539,Germany,Germany,Europe
1e1b27d6-a20c-4059-8404-c003dcc87f63,Büro Hannover- - -195 0197,Göttinger Chaussee,115,Hannover,30459,Germany,Germany,Europe
06c4c424-741f-49d9-8c19-e8f5a59424fb,Service Center Hilden- - -98 0100,Herderstr.,18,Hilden,40721,Germany,Germany,Europe
800ed3a0-4383-438e-a448-5f2621376f6e,Montagestützpunkt Jena- - -165 0167,Otto-Schott-Str.,41,Jena,7745,Germany,Germany,Europe
934bcb29-43ff-4037-ba91-ebb644169144,Lager Kaiserlautern- - -244 0246,Konrad-Zuse-Straße,0,Kaiserlautern,67663,Germany,Germany,Europe
029d84d0-6494-4c85-9dda-0165699cc640,Lager Scheubeck- - -118 0120,Opelkreisel,8,Kaiserslautern,67663,Germany,Germany,Europe
cdadb351-0392-4493-8943-13184f4c88b4,Büro Karlsruhe- - -227 0229,Koellestraße,30b,Karlsruhe,76189,Germany,Germany,Europe
5266203a-359f-47c9-9bb7-025611d1d6db,Service Center Kiel- - -136 0138,Braunstraße,7,Kiel,24145,Germany,Germany,Europe
